115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
115,614,25,80,1,0,0,0,0,0,1,0,0,0
